date,daily_deaths
2022-07-15,95.0
2022-07-16,-189.0
2022-07-17,0.0
2022-07-18,149.0
2022-07-19,-7.0
2022-07-20,98.0
2022-07-21,-127.0
2022-07-22,97.0
2022-07-23,-208.0
2022-07-24,-2.0
2022-07-25,97.0
2022-07-26,7.0
2022-07-27,144.0
2022-07-28,-172.0
2022-07-29,103.0
2022-07-30,-179.0
2022-07-31,7.0
2022-08-01,123.0
2022-08-02,0.0
2022-08-03,136.0
2022-08-04,-169.0
2022-08-05,85.0
2022-08-06,-182.0
2022-08-07,0.0
2022-08-08,67.0
2022-08-09,61.0
2022-08-10,96.0
2022-08-11,-156.0
2022-08-12,167.0
2022-08-13,-235.0
2022-08-14,1.0
2022-08-15,105.0
2022-08-16,37.0
2022-08-17,113.0
2022-08-18,-199.0
2022-08-19,107.0
2022-08-20,-164.0
2022-08-21,0.0
2022-08-22,94.0
2022-08-23,55.0
2022-08-24,58.0
2022-08-25,-151.0
2022-08-26,179.0
2022-08-27,-235.0
2022-08-28,0.0
2022-08-29,77.0
2022-08-30,3.0
2022-08-31,101.0
2022-09-01,-127.0
2022-09-02,87.0
2022-09-03,-141.0
2022-09-04,0.0
2022-09-05,30.0
2022-09-06,26.0
2022-09-07,111.0
2022-09-08,-37.0
2022-09-09,52.0
2022-09-10,-182.0
2022-09-11,8.0
2022-09-12,80.0
2022-09-13,-54.0
2022-09-14,163.0
2022-09-15,-58.0
2022-09-16,-43.0
2022-09-17,-96.0
2022-09-18,0.0
2022-09-19,74.0
2022-09-20,-47.0
2022-09-21,207.0
2022-09-22,-155.0
2022-09-23,-15.0
2022-09-24,-64.0
2022-09-25,0.0
2022-09-26,58.0
2022-09-27,-13.0
2022-09-28,126.0
2022-09-29,-5.0
2022-09-30,-105.0
2022-10-01,-61.0
2022-10-02,0.0
2022-10-03,44.0
2022-10-04,54.0
2022-10-05,90.0
2022-10-06,-70.0
2022-10-07,-62.0
2022-10-08,-56.0
2022-10-09,0.0
2022-10-10,8.0
2022-10-11,60.0
2022-10-12,95.0
2022-10-13,-13.0
2022-10-14,-95.0
2022-10-15,-55.0
2022-10-16,0.0
2022-10-17,36.0
2022-10-18,-27.0
2022-10-19,166.0
2022-10-20,14.0
2022-10-21,-123.0
2022-10-22,-66.0
2022-10-23,0.0
2022-10-24,43.0
2022-10-25,-14.0
2022-10-26,144.0
